ticker,model,rmse,mae,dir_acc,pred_std,pred_std_ratio,rmse_vs_naive_pct
AAME,XGBoost,0.11088033233113498,0.057435441190463364,0.5271838729383018,0.01692102920338854,0.15032253105943533,1.5524937693308656
AAME,LSTM(SmoothL1),0.11105952866115915,0.05776879306105299,0.5461209529627367,0.014539137987002442,0.1291623574050046,1.3933904238982187
AAMI,Naive,0.048657207904797,0.03577294085754862,0.0,0.0,0.0,0.0
AAMI,Ridge,0.04858988712104704,0.036155012191930264,0.4936708860759494,0.007492688198047366,0.1571200342556724,0.13835726842708215
AAMI,Huber,0.04852973741628082,0.035853028852510065,0.4962025316455696,0.005054442053038004,0.10599054538578064,0.26197657861008583
AAMI,RandomForest,0.04844243208089128,0.0354643515248,0.569620253164557,0.005171350898333097,0.10844209832539757,0.44140597694375217
AAMI,HistGradientBoosting,0.04905200176991908,0.03594942972928071,0.5392405063291139,0.008241072451509915,0.17281348851833409,-0.8113779686958852
AAMI,XGBoost,0.04839278151062566,0.03549403447570306,0.5544303797468354,0.006626590921921315,0.13895816362970223,0.5434475292719588
AAMI,LSTM(SmoothL1),0.048041956991303654,0.035260504382222536,0.569620253164557,0.0024875091877273846,0.052162524111023435,1.2644599638704135
AAOI,Naive,0.17455474883767963,0.1291272644177125,0.0,0.0,0.0,0.0
AAOI,Ridge,0.17662626347134425,0.12946156795130961,0.5011547344110855,0.011809446371091048,0.06833032074955983,-1.1867420665770265
AAOI,Huber,0.17585055335482516,0.12957390469434715,0.5196304849884527,0.010675996747310361,0.06177209829672804,-0.7423484756352949
AAOI,RandomForest,0.17504311013388127,0.12922402857164253,0.5080831408775982,0.008294834616899123,0.047994519990771166,-0.27977542831319463
AAOI,HistGradientBoosting,0.17562249344869008,0.12956109552824957,0.5265588914549654,0.01924546003326082,0.11135563986002944,-0.611696111460911
AAOI,XGBoost,0.17597794306883627,0.13037951335893663,0.4896073903002309,0.023283921157391297,0.13472247140108914,-0.8153282798854599
AAOI,LSTM(SmoothL1),0.17853192114554536,0.13040942656441423,0.5011547344110855,0.005237653017885153,0.0303054435780403,-2.2784669763205065
AAON,Naive,0.0546486713333759,0.03923633555169231,0.0,0.0,0.0,0.0
AAON,Ridge,0.05518015073256971,0.03989532312067473,0.5180623973727422,0.008305636871795656,0.15242867913427427,-0.9725385562470534
AAON,Huber,0.05538200483771296,0.04002092149308802,0.5049261083743842,0.009202167712174131,0.16888220508435436,-1.3419054598115872
AAON,RandomForest,0.05474548569491242,0.039384411730147124,0.5164203612479474,0.003972924459006747,0.0729128466527484,-0.1771577591446319
